"US_Congressional_District","Voters_Gender","age_cat","EthnicGroups_EthnicGroup1Desc","CommercialData_Education","Parties_Description","count"
20,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",7
21,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",5
22,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",4
23,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",2
24,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",5
25,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",7
26,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",11
27,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",5
28,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",1
29,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",2
30,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",2
31,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",8
32,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",4
33,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",5
34,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",1
35,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",10
36,"M","18-24","Hispanic and Portuguese","HS Diploma","Non-Partisan",4
1,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",14
2,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",9
3,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",8
4,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",20
5,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",11
6,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",14
7,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",3
8,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",19
9,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",11
10,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",16
11,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",9
12,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",13
13,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",47
14,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",16
15,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",59
16,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",6
17,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",20
18,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",12
19,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",91
20,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",9
21,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",8
22,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",8
23,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",274
24,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",13
25,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",8
26,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",8
27,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",1437
28,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",227
29,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",5
30,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",5
31,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",13
32,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",6
33,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",9
34,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",204
35,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",6
36,"F","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",14
1,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",85
2,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",167
3,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",74
4,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",72
5,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",51
6,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",108
7,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",144
8,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",109
9,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",145
10,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",102
11,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",255
12,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",136
13,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",173
14,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",113
15,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",70
16,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",8
17,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",84
18,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",178
19,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",246
20,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",374
21,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",136
22,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",135
23,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",449
24,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",67
25,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",62
26,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",98
27,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",1434
28,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",273
29,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",284
30,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",16
31,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",151
32,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",15
33,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",104
34,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",246
35,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",224
36,"M","25-34","Hispanic and Portuguese","HS Diploma","Non-Partisan",128
1,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",8
2,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",9
3,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",6
4,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",17
5,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",7
6,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",8
7,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",9
8,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",19
9,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",10
10,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",14
11,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",6
12,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",6
13,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",59
14,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",9
15,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",80
16,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",8
17,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",31
18,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",5
19,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",112
20,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",9
21,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",12
22,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",12
23,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",365
24,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",7
25,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",6
26,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",7
27,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",2299
28,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",342
29,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",7
30,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",14
31,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",8
32,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",6
33,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",8
34,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",308
35,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",13
36,"F","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",15
1,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",81
2,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",258
3,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",119
4,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",66
5,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",61
6,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",184
7,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",228
8,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",160
9,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",224
10,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",142
11,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",368
12,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",179
13,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",214
14,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",211
15,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",133
16,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",3
17,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",137
18,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",251
19,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",431
20,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",597
21,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",194
22,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",228
23,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",683
24,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",106
25,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",129
26,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",136
27,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",2250
28,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",439
29,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",482
30,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",10
31,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",256
32,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",24
33,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",128
34,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",351
35,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",346
36,"M","35-44","Hispanic and Portuguese","HS Diploma","Non-Partisan",185
1,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",1
2,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",4
3,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",6
4,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",12
5,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",12
6,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",6
7,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",11
8,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",7
9,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",7
10,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",7
11,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",11
12,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",2
13,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",55
14,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",8
15,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",46
16,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",9
17,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",27
18,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",7
19,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",76
20,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",9
21,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",9
22,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",9
23,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",256
24,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",4
25,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",9
26,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",8
27,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",1962
28,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",322
29,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",5
30,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",4
31,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",10
32,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",6
33,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",2
34,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",242
35,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",4
36,"F","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",14
1,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",50
2,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",166
3,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",91
4,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",72
5,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",88
6,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",125
7,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",152
8,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",132
9,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",151
10,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",104
11,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",228
12,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",143
13,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",166
14,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",152
15,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",93
16,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",3
17,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",78
18,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",204
19,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",303
20,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",426
21,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",129
22,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",177
23,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",523
24,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",80
25,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",98
26,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",134
27,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",2020
28,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",397
29,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",328
30,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",78
31,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",174
32,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",52
33,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",195
34,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",278
35,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",275
36,"M","45-54","Hispanic and Portuguese","HS Diploma","Non-Partisan",125
