FB_el_type,FB_survey_party,FB_week_to_el,Voters_Gender,age_cat,EthnicGroups_EthnicGroup1Desc,CommercialData_Education,Parties_Description,ID
US House,Dem,6,F,25-34,Hispanic and Portuguese,Less than HS Diploma - Likely,Democratic,2565
US House,Dem,0,F,18-24,European,Some College - Likely,Democratic,2566
US House,Dem,5,M,65_or_older,Hispanic and Portuguese,Some College -Extremely Likely,Democratic,2567
US House,Dem,1,M,65_or_older,Hispanic and Portuguese,Some College -Extremely Likely,Democratic,2567
US House,Dem,3,F,18-24,NA,NA,Democratic,2568
US Senate,Dem,5,F,18-24,European,HS Diploma - Extremely Likely,Democratic,2569
US House,Rep,0,F,18-24,NA,NA,Democratic,2570
US Senate,Dem,1,F,18-24,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2571
US Senate,Dem,1,F,18-24,Hispanic and Portuguese,NA,Democratic,2572
US House,Dem,5,F,18-24,European,Some College - Likely,Democratic,2573
US House,Dem,5,F,18-24,European,Some College - Likely,Democratic,2573
US House,Dem,5,F,18-24,European,Some College - Likely,Democratic,2573
US House,Dem,4,F,18-24,European,Some College - Likely,Democratic,2573
US House,Dem,3,F,18-24,European,Some College - Likely,Democratic,2573
US Senate,Dem,3,F,18-24,Hispanic and Portuguese,NA,Democratic,2574
US House,Dem,1,F,18-24,European,Some College - Likely,Democratic,2573
US House,Dem,0,F,18-24,European,Some College - Likely,Democratic,2573
US House,Dem,0,F,18-24,European,Some College - Likely,Democratic,2573
US House,Dem,0,F,18-24,European,Some College - Likely,Democratic,2573
US House,Dem,5,F,18-24,NA,Some College - Likely,Democratic,2575
US Senate,Dem,3,F,18-24,Hispanic and Portuguese,NA,Democratic,2576
US House,Dem,3,F,18-24,Hispanic and Portuguese,Some College - Likely,Democratic,2577
US House,Dem,2,F,18-24,Hispanic and Portuguese,NA,Democratic,2578
US House,Dem,6,F,18-24,Hispanic and Portuguese,NA,Democratic,2579
US House,Dem,5,F,18-24,Other,NA,Democratic,2580
US House,Dem,0,M,65_or_older,NA,Less than HS Diploma - Likely,Democratic,2581
US Senate,Dem,0,F,18-24,European,NA,Non-Partisan,2582
US Senate,Dem,4,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,2583
US House,Dem,5,M,65_or_older,European,HS Diploma - Likely,Democratic,2584
US House,Dem,1,M,65_or_older,European,HS Diploma - Likely,Democratic,2584
US Senate,Rep,0,M,65_or_older,Hispanic and Portuguese,Grad Degree - Likely,Republican,2585
US Senate,Dem,6,M,65_or_older,Hispanic and Portuguese,NA,Democratic,2586
US House,Dem,6,M,55-64,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,2587
US Senate,Rep,4,M,65_or_older,European,NA,Republican,2588
US Senate,Rep,4,M,65_or_older,European,NA,Republican,2588
US Senate,Rep,4,M,65_or_older,European,NA,Republican,2588
US House,Rep,4,M,55-64,European,Some College -Extremely Likely,Republican,2589
US House,Rep,3,M,55-64,European,Some College -Extremely Likely,Republican,2589
US House,Rep,2,M,55-64,European,Some College -Extremely Likely,Republican,2589
US House,Rep,1,M,55-64,European,Some College -Extremely Likely,Republican,2589
US House,Rep,1,M,55-64,European,Some College -Extremely Likely,Republican,2589
US House,Rep,1,M,55-64,European,Some College -Extremely Likely,Republican,2589
US House,Dem,5,M,55-64,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2590
US House,Dem,2,M,55-64,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2590
US House,Dem,2,M,55-64,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2590
US House,Dem,3,M,55-64,Hispanic and Portuguese,Some College - Likely,Democratic,2591
US House,Dem,2,M,55-64,Hispanic and Portuguese,Some College - Likely,Democratic,2591
US House,Dem,1,M,55-64,Hispanic and Portuguese,Some College - Likely,Democratic,2591
US House,Dem,2,M,55-64,Hispanic and Portuguese,Less than HS Diploma - Likely,Democratic,2592
US House,Rep,2,M,55-64,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,2593
US Senate,Dem,2,M,55-64,Hispanic and Portuguese,Bach Degree - Likely,Democratic,2594
US Senate,Rep,6,M,45-54,European,NA,Republican,2595
US Senate,Rep,0,M,45-54,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,2596
US House,Dem,2,M,45-54,European,NA,Non-Partisan,2597
US House,Rep,5,M,55-64,European,HS Diploma - Likely,Republican,2598
US House,Dem,2,M,45-54,European,NA,Republican,2599
US Senate,Rep,6,M,45-54,Hispanic and Portuguese,NA,Democratic,2600
US Senate,Rep,6,M,45-54,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,2601
US House,Rep,3,M,45-54,European,Bach Degree - Likely,Republican,2602
US House,Rep,6,M,45-54,European,Bach Degree - Extremely Likely,Republican,2603
US House,Rep,4,M,45-54,European,Bach Degree - Extremely Likely,Republican,2603
US House,Rep,3,M,45-54,European,Bach Degree - Extremely Likely,Republican,2603
US House,Rep,1,M,45-54,European,Bach Degree - Extremely Likely,Republican,2603
US House,Rep,1,M,45-54,European,Bach Degree - Extremely Likely,Republican,2603
US House,Rep,0,M,45-54,European,Bach Degree - Extremely Likely,Republican,2603
US House,Rep,4,M,35-44,European,NA,Republican,2604
US House,Dem,3,M,35-44,European,NA,Republican,2605
US House,Rep,1,M,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,2606
US House,Rep,6,M,35-44,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2607
US House,Rep,6,M,35-44,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2607
US House,Dem,4,M,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,2608
US House,Rep,2,M,35-44,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2607
US House,Rep,1,M,35-44,Likely African-American,NA,Democratic,2609
US House,Dem,1,M,35-44,Hispanic and Portuguese,Some College -Extremely Likely,Non-Partisan,2610
US House,Dem,5,M,35-44,Hispanic and Portuguese,NA,Democratic,2611
US House,Dem,3,M,35-44,Hispanic and Portuguese,NA,Democratic,2611
US House,Dem,2,M,35-44,Hispanic and Portuguese,Less than HS Diploma - Likely,Non-Partisan,2612
US House,Rep,2,M,25-34,European,NA,Republican,2613
US House,Rep,2,M,25-34,European,NA,Republican,2613
US House,Rep,0,M,25-34,European,NA,Republican,2613
US House,Rep,0,M,25-34,European,NA,Republican,2613
US Senate,Rep,0,M,25-34,European,NA,Republican,2613
US Senate,Rep,0,M,25-34,European,NA,Republican,2613
US Senate,Rep,2,M,25-34,European,NA,Republican,2613
US Senate,Rep,3,M,25-34,European,NA,Republican,2613
US Senate,Rep,5,M,25-34,Hispanic and Portuguese,Less than HS Diploma - Likely,Democratic,2614
US House,Dem,2,M,25-34,European,NA,Non-Partisan,2615
US Senate,Dem,4,M,25-34,Hispanic and Portuguese,NA,Non-Partisan,2616
US House,Dem,4,M,25-34,European,NA,Democratic,2617
US House,Dem,6,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,5,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,5,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,4,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,4,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,3,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,3,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,2,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,2,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,2,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,1,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,1,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,1,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,0,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,0,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,0,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US Senate,Dem,5,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2618
US House,Dem,0,M,25-34,Hispanic and Portuguese,NA,Democratic,2619
US House,Dem,0,M,25-34,European,NA,Democratic,2620
US House,Dem,1,M,25-34,European,NA,Democratic,2621
US House,Dem,1,M,18-24,Hispanic and Portuguese,NA,Democratic,2622
US House,Dem,0,M,25-34,European,NA,Democratic,2621
US House,Dem,1,M,25-34,European,Some College - Likely,Non-Partisan,2623
US Senate,Dem,2,M,18-24,Hispanic and Portuguese,NA,Democratic,2624
US House,Dem,4,M,18-24,Hispanic and Portuguese,NA,Democratic,2625
US House,Rep,1,M,18-24,Hispanic and Portuguese,NA,Democratic,2626
US House,Rep,3,M,55-64,European,Some College - Likely,Republican,2627
US House,Dem,4,M,18-24,European,NA,Democratic,2628
US Senate,Dem,4,M,18-24,Hispanic and Portuguese,NA,Democratic,2629
US House,Rep,6,M,18-24,European,NA,Non-Partisan,2630
US House,Rep,6,M,18-24,NA,NA,Republican,2631
US House,Rep,6,M,18-24,NA,NA,Republican,2631
US House,Rep,5,M,18-24,NA,NA,Republican,2631
US House,Rep,4,M,18-24,NA,NA,Republican,2631
US House,Rep,4,M,18-24,NA,NA,Republican,2631
US House,Rep,3,M,18-24,NA,NA,Republican,2631
US House,Rep,2,M,18-24,NA,NA,Republican,2631
US House,Rep,1,M,18-24,European,NA,Republican,2632
US Senate,Dem,0,M,18-24,Hispanic and Portuguese,NA,Democratic,2633
US Senate,Rep,5,M,18-24,European,NA,Republican,2634
US House,Rep,1,M,18-24,Hispanic and Portuguese,NA,Republican,2635
US House,Dem,6,M,18-24,Hispanic and Portuguese,Some College - Likely,Democratic,2636
US House,Dem,3,M,18-24,Hispanic and Portuguese,Some College - Likely,Democratic,2636
US House,Dem,2,M,18-24,Hispanic and Portuguese,Some College - Likely,Democratic,2636
US House,Dem,2,M,18-24,Hispanic and Portuguese,Some College - Likely,Democratic,2636
US House,Dem,2,M,18-24,Hispanic and Portuguese,Some College - Likely,Democratic,2636
US House,Dem,2,M,18-24,Hispanic and Portuguese,Some College - Likely,Democratic,2636
US House,Dem,2,M,18-24,Hispanic and Portuguese,Some College - Likely,Democratic,2636
US House,Dem,1,M,18-24,Hispanic and Portuguese,Some College - Likely,Democratic,2636
US Senate,Rep,3,M,18-24,Hispanic and Portuguese,Less than HS Diploma - Likely,Democratic,2637
US House,Rep,4,M,18-24,European,NA,Republican,2638
US Senate,Rep,2,M,18-24,European,NA,Non-Partisan,2639
US House,Dem,4,M,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,2640
US House,Dem,3,M,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,2640
US House,Dem,3,M,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,2640
US House,Dem,3,M,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,2640
US House,Dem,2,M,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,2640
US House,Dem,2,M,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,2640
US House,Dem,1,M,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,2640
US House,Dem,1,M,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,2640
US House,Dem,1,M,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,2640
US House,Dem,1,M,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,2640
US House,Dem,0,M,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,2640
US House,Dem,0,M,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,2640
US House,Dem,4,M,65_or_older,European,NA,Democratic,2641
US House,Rep,3,F,55-64,Hispanic and Portuguese,NA,Democratic,2642
US House,Dem,1,M,65_or_older,European,NA,Democratic,2641
US House,Rep,3,F,65_or_older,Hispanic and Portuguese,NA,Republican,2643
US House,Rep,2,F,65_or_older,Hispanic and Portuguese,NA,Republican,2643
US House,Dem,0,M,65_or_older,European,NA,Democratic,2641
US Senate,Rep,0,F,65_or_older,Hispanic and Portuguese,NA,Republican,2643
US Senate,Rep,2,F,65_or_older,Hispanic and Portuguese,NA,Republican,2643
US Senate,Dem,0,F,35-44,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2644
US House,Dem,4,M,65_or_older,Likely African-American,NA,Democratic,2645
US House,Dem,3,M,35-44,Hispanic and Portuguese,NA,Democratic,2646
US House,Dem,1,M,65_or_older,Likely African-American,NA,Democratic,2645
US House,Dem,1,M,65_or_older,Likely African-American,NA,Democratic,2645
US Senate,Rep,6,M,45-54,European,Grad Degree - Extremely Likely,Democratic,2647
US House,Dem,4,M,45-54,Hispanic and Portuguese,NA,Non-Partisan,2648
US House,Rep,4,M,35-44,Hispanic and Portuguese,NA,Non-Partisan,2649
US House,Rep,0,M,45-54,European,Bach Degree - Extremely Likely,Republican,2650
US House,Rep,3,M,65_or_older,European,NA,Republican,2651
US House,Rep,2,M,65_or_older,European,NA,Republican,2651
US House,Dem,5,F,55-64,Hispanic and Portuguese,NA,Democratic,2652
US House,Dem,1,F,35-44,Hispanic and Portuguese,Bach Degree - Likely,Democratic,2653
US House,Dem,1,M,65_or_older,European,HS Diploma - Extremely Likely,Democratic,2654
US House,Rep,2,F,35-44,Hispanic and Portuguese,NA,Democratic,2655
US House,Dem,2,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,2656
US Senate,Rep,5,M,65_or_older,Hispanic and Portuguese,Bach Degree - Likely,Democratic,2657
US House,Rep,0,M,35-44,Hispanic and Portuguese,HS Diploma - Extremely Likely,Republican,2658
US House,Rep,0,F,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,2659
US House,Dem,6,F,45-54,Other,Grad Degree - Extremely Likely,Democratic,2660
US House,Rep,6,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Rep,3,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Dem,3,F,45-54,Other,Grad Degree - Extremely Likely,Democratic,2660
US House,Rep,3,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Rep,2,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Rep,2,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Rep,2,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Rep,2,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Rep,2,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Dem,2,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Dem,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Rep,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Rep,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Rep,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Dem,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Dem,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Dem,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Dem,0,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US Senate,Rep,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Dem,0,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Rep,0,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Dem,0,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US Senate,Rep,0,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Dem,0,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US Senate,Rep,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US Senate,Rep,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US Senate,Rep,0,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US Senate,Rep,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US Senate,Rep,2,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,2661
US House,Dem,3,M,35-44,European,Bach Degree - Likely,Democratic,2662
US House,Dem,5,F,45-54,Hispanic and Portuguese,NA,Democratic,2663
US House,Rep,2,F,35-44,European,NA,Republican,2664
US House,Dem,5,F,45-54,Hispanic and Portuguese,NA,Democratic,2665
US Senate,Rep,2,F,55-64,European,Bach Degree - Extremely Likely,Republican,2666
US Senate,Rep,0,F,65_or_older,European,Less than HS Diploma - Likely,Republican,2667
US House,Dem,4,F,35-44,Hispanic and Portuguese,NA,Democratic,2668
US House,Dem,6,M,35-44,Hispanic and Portuguese,NA,Democratic,2669
US House,Dem,5,M,35-44,Hispanic and Portuguese,NA,Democratic,2669
US House,Dem,2,M,35-44,Hispanic and Portuguese,NA,Democratic,2669
US House,Dem,0,F,35-44,Hispanic and Portuguese,NA,Democratic,2668
US House,Dem,1,M,35-44,Hispanic and Portuguese,NA,Democratic,2669
US House,Rep,6,M,35-44,Hispanic and Portuguese,NA,Democratic,2670
US House,Dem,3,M,25-34,European,NA,Republican,2671
US House,Rep,5,M,18-24,European,NA,Republican,2672
US House,Rep,5,M,18-24,European,NA,Republican,2672
US House,Rep,4,M,18-24,European,NA,Republican,2672
US House,Rep,4,M,18-24,European,NA,Republican,2672
US House,Rep,2,M,18-24,European,NA,Republican,2672
US House,Rep,2,M,18-24,European,NA,Republican,2672
US House,Rep,1,M,18-24,European,NA,Republican,2672
US House,Rep,1,M,18-24,European,NA,Republican,2672
US House,Dem,1,M,18-24,European,NA,Democratic,2673
US House,Rep,0,M,18-24,European,NA,Republican,2672
US House,Rep,1,M,18-24,European,NA,Republican,2672
US House,Rep,0,M,18-24,European,NA,Republican,2672
US House,Rep,0,M,18-24,European,NA,Republican,2672
US Senate,Rep,0,M,18-24,European,NA,Republican,2672
US House,Rep,0,M,18-24,European,NA,Republican,2672
US Senate,Rep,6,M,18-24,European,NA,Republican,2672
US Senate,Rep,4,M,18-24,European,NA,Republican,2672
US Senate,Dem,0,F,45-54,Hispanic and Portuguese,NA,Democratic,2674
US House,Rep,4,F,45-54,European,NA,Republican,2675
US House,Dem,3,F,45-54,Hispanic and Portuguese,NA,Democratic,2676
US House,Rep,3,F,45-54,European,Bach Degree - Likely,Non-Partisan,2677
US Senate,Rep,3,F,45-54,European,Some College - Likely,Democratic,2678
US House,Dem,6,F,35-44,European,Some College - Likely,Non-Partisan,2679
US House,Dem,5,F,25-34,NA,HS Diploma - Likely,Democratic,2680
US House,Dem,4,F,25-34,NA,HS Diploma - Likely,Democratic,2680
US House,Dem,2,F,25-34,NA,HS Diploma - Likely,Democratic,2680
US House,Dem,1,F,25-34,NA,HS Diploma - Likely,Democratic,2680
US House,Dem,1,F,25-34,NA,HS Diploma - Likely,Democratic,2680
US House,Dem,1,F,25-34,NA,HS Diploma - Likely,Democratic,2680
US House,Dem,0,F,25-34,NA,HS Diploma - Likely,Democratic,2680
US House,Dem,4,F,18-24,European,NA,Republican,2681
US Senate,Dem,3,F,18-24,Hispanic and Portuguese,HS Diploma - Likely,Democratic,2682
